file,loc,noc,bf,bug,buggy,type,refer,pattern,bind,code,locat,declar,method,java,complet,parser,compil,field,match,packag,intern,name,snippet,search,scope
internal::core::util::LineNumberAttribute ,23,13,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::PackageFragmentRootInfo ,110,52,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::dom::rewrite::ASTRewriteFlattener ,92,23,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ForStatement ,117,44,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::diagnose::DiagnoseParser ,2262,42,10,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
core::dom::ASTNode ,657,111,26,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::InternalCompletionContext ,48,12,12,1,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
internal::compiler::ast::IfStatement ,192,77,15,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::CharacterLiteral ,220,48,9,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::SignatureWrapper ,47,8,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::DefaultErrorHandlingPolicies ,40,17,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::BasicSearchEngine ,712,64,41,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
internal::compiler::batch::FileFinder ,23,30,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::MultiCommentRegion ,121,6,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::CodeSnippetCompiler ,24,34,3,0,N,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
core::dom::Message ,27,10,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::SingleNameReference ,787,149,40,6,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::core::Openable ,327,139,22,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ProblemMethodBinding ,8,22,2,0,N,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::impl::AssistInitializer ,13,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::SingleCommentLine ,48,2,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::codegen::DoubleCache ,88,29,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::LRUCache ,276,35,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::DeclarationOfReferencedTypesPattern ,7,32,5,1,Y,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::SimpleLookupTable ,127,6,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ProblemReferenceBinding ,48,30,2,0,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::NamedMember ,178,21,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::core::JarPackageFragmentRootInfo ,4,16,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
core::dom::ASTParser ,426,105,38,1,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
internal::core::SourceMethodInfo ,12,3,0,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaElementInfo ,47,24,3,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::dom::rewrite::NodeRewriteEvent ,59,8,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::AND_AND_Expression ,230,51,12,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::indexing::SourceIndexer ,35,57,10,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ThisExpression ,59,37,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::SourceFile ,68,38,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::ElementChangedEvent ,10,29,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::FormatterCommentParser ,495,12,17,5,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
core::dom::StructuralPropertyDescriptor ,44,8,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::BlockScope ,546,142,30,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
internal::compiler::lookup::LookupEnvironment ,1069,155,44,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::BodyDeclaration ,74,39,6,0,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ConditionalExpression ,141,35,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::LocalVariableBinding ,177,53,8,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JavaModelOperation ,528,89,29,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::CopyResourceElementsOperation ,516,130,26,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::VariableDeclarationFragment ,127,42,10,0,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::codegen::CaseLabel ,46,26,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::DeleteElementsOperation ,102,59,12,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnMessageSend ,65,42,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::PackageBinding ,136,58,7,4,Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::search::TypeNameMatchRequestorWrapper ,121,10,8,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
core::dom::TagElement ,70,30,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::CompilationUnit ,344,119,38,0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
core::dom::ExpressionStatement ,72,37,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::PossibleMatch ,112,37,13,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
internal::compiler::lookup::ArrayBinding ,190,80,16,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::formatter::DefaultCodeFormatterConstants ,177,118,62,2,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocArgumentExpression ,66,36,15,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::DOMField ,328,41,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::compiler::util::HashtableOfObjectToInt ,117,6,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::util::ClassFileBytesDisassembler ,0,10,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionParser ,4390,243,102,1,Y,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
internal::core::search::matching::LocalVariableLocator ,65,28,6,1,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::PrimitiveType ,59,33,7,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::impl::DoubleConstant ,39,36,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::CodeSnippetEnvironment ,17,19,1,0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
internal::core::jdom::DOMNode ,482,37,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::JarEntryResource ,57,1,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::LongLiteralMinValue ,7,17,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::VariablesEvaluator ,255,45,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::FieldAccess ,109,41,10,0,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::compiler::batch::ClasspathSourceJar ,7,5,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::BinaryExpressionFragmentBuilder ,42,30,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::TypeParameter ,57,15,5,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::AnnotationComponentValue ,131,13,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionNodeFound ,3,20,1,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
core::dom::Name ,22,23,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::formatter::comment::CommentRange ,136,4,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocImplicitTypeReference ,91,15,9,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::util::HashSetOfInt ,94,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::MementoTokenizer ,80,8,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::SimpleDOMBuilder ,104,64,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::DefaultStackMapFrame ,51,3,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::FormatJavadocNode ,27,4,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::MatchLocatorParser ,681,108,36,0,N,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
core::dom::ParenthesizedExpression ,71,35,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::AbstractAnnotationProcessorManager ,0,9,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::UpdatedMethodBinding ,7,6,0,1,Y,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ArrayAccess ,109,35,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnStringLiteral ,13,1,1,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::core::hierarchy::RegionBasedTypeHierarchy ,103,37,9,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::PackageFragmentRoot ,554,156,39,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
core::util::CompilationUnitSorter ,19,44,5,0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
internal::compiler::ast::Annotation ,357,77,26,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::JavadocFieldReference ,87,43,22,1,Y,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnSingleNameReference ,40,32,3,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::core::dom::rewrite::RewriteEventStore ,474,24,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::EmptyStatement ,32,27,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ClassFile ,6113,225,69,6,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::ClasspathChange ,469,14,11,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::StringLiteral ,72,37,7,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::Signature ,841,126,37,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations ,26,1,0,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::RecoveryScanner ,191,7,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::Type ,24,20,2,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::CompletionRequestorAdapter ,42,20,0,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
core::compiler::InvalidInputException ,3,24,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::dom::rewrite::LineCommentEndOffsets ,51,2,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::Scanner ,3449,238,85,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::Initializer ,81,53,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::VariableDeclarationStatement ,155,57,11,0,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::DeclarationOfReferencedMethodsPattern ,7,30,4,1,Y,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
core::compiler::CharOperation ,845,97,20,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::CompletionElementNotifier ,136,0,1,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::core::search::indexing::BinaryIndexer ,707,89,17,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::CompilationUnitDeclaration ,536,96,29,2,Y,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
internal::compiler::ast::PrefixExpression ,28,35,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::DefaultValuePairBinding ,20,2,5,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::TypeDeclarationLocator ,69,17,2,1,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::flow::FlowInfo ,66,42,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::Block ,47,28,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::MethodRefParameter ,121,24,5,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::IndexSelector ,145,54,12,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::Wildcard ,71,27,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ArrayType ,87,38,9,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::FieldReferenceMatch ,11,26,3,1,Y,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
core::search::SearchDocument ,16,21,2,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
core::ToolFactory ,63,94,15,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::DefaultBytecodeVisitor ,1585,55,9,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ThrowStatement ,72,37,8,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::InternalReferenceMatch ,6,0,1,1,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
internal::codeassist::complete::CompletionOnAnnotationMemberValuePair ,32,0,0,0,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
internal::codeassist::ThrownExceptionFinder ,75,2,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::DefaultWorkingCopyOwner ,10,22,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::impl::ByteConstant ,37,34,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::AnnotatableInfo ,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::ExceptionAttribute ,31,18,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::Initializer ,125,52,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::impl::AssistImportContainer ,10,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::MoveElementsOperation ,9,27,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::RecoveredStatement ,23,29,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnMethodName ,31,14,0,0,N,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
core::dom::ClassInstanceCreation ,208,65,14,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::MissingSourceFileException ,3,10,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::env::EnumConstantSignature ,17,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::TypeReference ,144,69,16,0,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::impl::CompilerStats ,9,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
internal::codeassist::select::SelectionScanner ,31,33,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::PackageDeclaration ,130,47,11,0,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::compiler::ast::CaseStatement ,96,41,15,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ASTVisitor ,9,23,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::Literal ,25,20,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::lookup::ProblemFieldBinding ,9,22,3,0,N,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
internal::core::search::matching::PatternLocator ,580,91,44,1,Y,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::impl::Engine ,230,74,20,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::SingleTypeRequestor ,27,14,0,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ASTConverter ,1947,317,196,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::QualifiedAllocationExpression ,414,114,25,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::VariablePattern ,34,19,4,0,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::JavaSearchScope ,289,89,34,1,Y,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
internal::compiler::util::SimpleSet ,103,2,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::DOMMember ,146,36,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::DOMMethod ,404,42,6,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnLocalName ,24,15,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::compiler::ast::Javadoc ,708,79,48,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::TypeBinding ,952,165,89,1,Y,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::SearchRequestor ,12,15,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
core::dom::ContinueStatement ,59,33,6,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::AdditionalTypeCollection ,4,8,0,1,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::JavaModelException ,52,37,3,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::StringSet ,56,11,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::search::PackageDeclarationMatch ,3,16,0,0,N,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
internal::core::CreatePackageFragmentOperation ,83,50,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
internal::core::util::ClassFileReader ,285,34,5,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::ast::ArrayReference ,158,65,10,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::HTMLEntity2JavaReader ,44,5,4,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::BinaryMethod ,529,120,31,1,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::search::matching::ImportMatchLocatorParser ,28,5,2,0,N,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
core::dom::MethodRef ,109,23,3,0,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::util::ReferenceInfoAdapter ,18,19,1,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::RenameResourceElementsOperation ,28,30,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::dom::ASTMatcher ,52,65,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::WorkingCopyOwner ,17,32,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::compiler::ReconcileContext ,44,12,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::ClasspathContainerInitializer ,69,42,4,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::Annotation ,56,0,1,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::jdom::AbstractDOMBuilder ,82,27,2,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::eval::Evaluator ,104,48,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::formatter::comment::JavaDocRegion ,231,13,6,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
core::dom::VariableBinding ,232,70,32,0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::problem::DefaultProblem ,164,63,11,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core::util::ClassFormatException ,3,25,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::builder::IncrementalImageBuilder ,706,123,39,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnNameOfMemberValuePair ,17,3,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
internal::core::SourceRefElement ,171,63,15,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::select::SelectionOnQualifiedSuperReference ,16,27,1,0,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::core::NonJavaResource ,77,0,1,0,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
internal::core::hierarchy::HierarchyBinaryType ,154,48,6,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::codeassist::complete::CompletionOnFieldName ,20,19,2,0,N,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
internal::compiler::impl::FloatConstant ,36,36,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::codegen::FloatCache ,88,29,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
internal::compiler::parser::SourceTypeConverter ,209,81,28,0,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
